282	16.13
283	16.09
284	16.105
285	16.265
286	16.28
287	16.06
288	16.165
289	16.515
290	16.295
291	16.27
292	16.25
293	16.24
294	16.15
295	16.515
296	16.245
297	16.58
298	16.34
299	16.315
300	16.35
301	16.505
302	16.36
303	16.335
304	16.37
305	16.29
306	16.53
307	16.685
308	16.36
309	16.415
310	16.66
311	16.67
312	16.445
313	16.71
314	16.42
315	16.68
316	16.41
317	16.635
318	16.54
319	16.87
320	16.56
321	16.565
322	16.635
323	16.795
324	16.565
325	16.6
326	16.825
327	16.665
328	16.99
329	16.6
330	16.57
331	16.875
332	16.695
333	17.065
334	16.775
335	16.685
336	16.74
337	16.76
338	16.64
339	16.815
340	16.865
341	17
342	16.71
343	16.87
344	16.89
345	16.73
346	16.82
347	17.055
348	16.985
349	17.03
350	17.135
351	16.8
352	17.185
353	17.18
354	16.795
355	16.77
356	17.11
357	17.02
358	17.075
359	17.09
360	17.3
361	17.09
362	17.045
363	17.235
364	17.145
365	17.095
366	17.405
367	17.09
368	17.175
369	17.195
370	17
371	17.2
372	17.35
373	17.32
374	17.315
375	17.19
376	17.27
377	17.265
378	16.69
379	17.165
380	17.195
381	17.115
382	17.505
383	17.24
384	17.175
385	17.275
386	17.56
387	17.6
388	17.505
389	17.215
390	17.36
391	17.32
392	17.54
393	17.26
394	17.325
395	17.62
396	17.365
397	17.6
398	17.495
399	17.325
400	17.465
401	17.51
402	17.31
403	17.7
404	17.425
405	17.45
406	17.685
407	17.585
408	17.55
409	17.71
410	17.74
411	17.4
412	17.565
413	17.41
414	17.4
415	17.495
416	17.48
417	17.735
418	17.81
419	17.525
420	17.75
421	17.83
422	17.705
423	17.8
424	17.67
425	17.79
426	17.94
427	17.81
428	17.53
429	17.71
430	17.865
431	17.76
432	17.82
433	17.885
434	17.635
435	17.92
436	17.76
437	17.475
438	17.845
439	17.585
440	17.875
441	17.97
442	17.91
443	17.795
444	18.03
445	17.91
446	17.925
447	17.895
448	18.02
449	17.94
450	17.86
451	18.085
452	17.795
453	17.685
454	18.025
455	17.895
456	17.995
457	18.05
458	18.09
459	17.865
460	17.84
461	17.995
462	17.82
463	18.175
464	17.77
465	17.915
466	18.255
467	17.795
468	18.035
469	18.065
470	18.16
471	18.405
472	17.945
473	18.125
474	18.22
475	18.195
476	18.09
477	18.19
478	18.205
479	18.285
480	17.975
481	18.27
482	18.215
483	18.22
484	18.045
485	18.08
486	18.155
487	18.29
488	18.22
489	18.33
490	18.4
491	18.24
492	18.425
493	18.2
494	18.365
495	18.35
496	18.585
497	18.225
498	18.32
499	18.32
500	18.33
501	18.3
502	18.17
503	18.31
504	18.335
505	18.56
506	18.42
507	18.22
508	18.325
509	18.495
510	18.345
511	18.16
512	18.53
513	18.455
514	18.425
515	18.385
516	18.485
517	18.76
518	18.58
519	18.55
520	18.39
521	18.39
522	18.63
523	18.595
524	18.62
525	18.395
526	18.62
527	18.66
528	18.68
529	18.46
530	18.51
531	18.495
532	18.46
533	18.485
534	18.445
535	18.75
536	18.625
537	18.445
538	18.56
539	18.62
540	18.575
541	18.755
542	18.695
543	18.655
544	18.695
545	18.72
546	18.675
547	18.815
548	18.91
549	18.565
550	18.8
551	18.685
552	18.33
553	18.62
554	18.455
555	18.695
556	18.635
557	18.655
558	18.68
559	18.855
560	18.86
561	18.63
562	18.725
563	18.82
564	18.74
565	18.725
566	18.755
567	18.775
568	18.895
569	18.94
570	18.815
571	18.8
572	18.755
573	19.055
574	18.99
575	18.935
576	18.76
577	19.075
578	18.94
579	18.91
580	19.165
581	18.94
582	19.02
583	18.755
584	19.135
585	18.96
586	18.94
587	18.775
588	18.83
589	18.94
590	19.055
591	18.92
592	18.835
593	19.065
594	19.125
595	19.185
596	18.87
597	19.11
598	19.085
599	19.075
600	18.955
601	18.995
602	19
603	19.055
604	19.21
605	19.09
606	19.09
607	19.14
608	19.145
609	19.245
610	19.255
611	18.985
612	19.145
613	19.16
614	19.355
615	19.175
616	18.965
617	19.345
618	19.265
619	19.05
620	19.04
621	19.125
622	19.205
623	19.31
624	19.205
625	19.075
626	19.25
627	19.145
628	19.26
629	19.295
630	19.085
631	19.27
632	19.345
633	19.405
634	19.37
635	19.255
636	19.42
637	19.5
638	19.285
639	19.265
640	19.34
641	19.18
642	19.35
643	19.225
644	19.275
645	19.42
646	19.3
647	19.195
648	19.25
649	19.27
650	19.38
651	19.165
652	19.485
653	19.49
654	19.42
655	19.23
656	19.24
657	19.22
658	19.365
659	19.885
660	19.39
661	19.19
662	19.355
663	19.5
664	19.55
665	19.315
666	19.5
667	19.405
668	19.385
669	19.68
670	19.61
671	19.445
672	19.535
673	19.72
674	19.295
675	19.605
676	19.68
677	19.39
678	19.37
679	19.34
680	19.44
681	19.685
682	19.62
683	19.615
684	19.615
685	19.61
686	19.405
687	19.865
688	19.395
689	19.465
690	19.8
691	19.62
692	19.36
693	19.705
694	19.695
695	19.64
696	19.75
697	19.56
698	19.96
699	19.72
700	19.67
701	19.75
702	19.765
703	19.55
704	19.53
705	19.7
706	19.84
707	19.76
708	19.49
709	19.515
710	19.665
711	19.885
712	19.87
713	19.795
714	19.885
715	19.63
716	19.655
717	19.565
718	19.695
719	19.91
720	19.905
721	19.855
722	19.97
723	19.85
724	19.465
725	19.775
726	19.765
727	19.99
728	19.745
729	19.65
730	19.645
731	19.845
732	19.65
733	19.95
734	19.63
735	19.905
736	19.915
737	19.79
738	19.945
739	19.91
740	19.92
741	19.985
742	19.735
743	19.88
744	19.855
745	19.99
746	19.955
747	19.905
748	19.89
749	20.14
750	19.825
751	19.855
752	19.965
753	19.76
754	19.895
755	20.045
756	20.025
757	20.065
758	19.97
759	19.81
760	19.775
761	20.04
762	19.97
763	19.895
764	19.98
765	20.01
766	19.97
767	20.06
768	19.955
769	20.045
770	19.995
771	20.095
772	19.745
773	20.325
774	19.96
775	19.795
776	19.655
777	20.24
778	20.165
779	20.14
780	20.05
781	19.88
782	19.85
783	20.03
784	20.09
785	20.11
786	20.075
787	20.295
788	20.35
789	19.89
790	20.025
791	20.09
792	20.335
793	20.35
794	20.235
795	20.165
796	19.965
797	20.18
798	20.2
799	20.09
800	20.31
